SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
185505,32,Masculin,Married,0,Higher education,Working,5,337500.0
185512,47,Féminin,Single / not married,0,Secondary / secondary special,Working,7,117000.0
185515,55,Féminin,Separated,0,Higher education,Working,8,180000.0
185534,41,Féminin,Married,0,Incomplete higher,Pensioner,0,333000.0
185536,45,Masculin,Married,0,Secondary / secondary special,State servant,2,99000.0
185538,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,81000.0
185552,51,Féminin,Married,0,Higher education,Working,14,121500.0
185569,59,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,202500.0
185576,35,Féminin,Civil marriage,1,Higher education,State servant,4,112500.0
185578,37,Féminin,Married,0,Higher education,Working,0,180000.0
185581,34,Masculin,Married,1,Secondary / secondary special,Working,13,337500.0
185584,47,Féminin,Married,0,Secondary / secondary special,Working,9,202500.0
185585,29,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,180000.0
185586,34,Féminin,Married,0,Secondary / secondary special,Working,1,180000.0
185592,39,Masculin,Civil marriage,1,Secondary / secondary special,Working,8,121500.0
185604,44,Féminin,Civil marriage,0,Higher education,Commercial associate,10,355500.0
185606,60,Féminin,Married,0,Higher education,Pensioner,0,180000.0
185607,34,Masculin,Married,2,Higher education,Working,5,157500.0
185618,26,Masculin,Civil marriage,0,Secondary / secondary special,Working,2,135000.0
185622,42,Féminin,Married,1,Secondary / secondary special,Working,5,36900.0
185628,45,Féminin,Civil marriage,0,Secondary / secondary special,Working,6,157500.0
185629,66,Masculin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
185634,47,Féminin,Civil marriage,0,Secondary / secondary special,Working,0,157500.0
185637,41,Féminin,Married,0,Secondary / secondary special,Working,0,180000.0
185638,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,306000.0
185640,38,Féminin,Married,3,Secondary / secondary special,Working,2,99000.0
185641,58,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,54000.0
185645,57,Masculin,Married,1,Higher education,Commercial associate,7,288000.0
185646,38,Féminin,Married,1,Secondary / secondary special,Working,6,117000.0
185647,34,Féminin,Married,1,Higher education,Working,8,135000.0
185662,35,Féminin,Married,0,Incomplete higher,Working,0,135000.0
185669,56,Masculin,Married,0,Secondary / secondary special,Pensioner,0,126000.0
185675,28,Féminin,Married,1,Higher education,Working,7,112500.0
185687,40,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,5,135000.0
185688,31,Masculin,Married,1,Higher education,Commercial associate,8,292500.0
185689,55,Féminin,Single / not married,0,Secondary / secondary special,Working,0,148500.0
185690,40,Masculin,Married,1,Secondary / secondary special,Working,0,180000.0
185697,33,Féminin,Civil marriage,2,Secondary / secondary special,Working,9,90000.0
185710,41,Féminin,Single / not married,0,Higher education,Commercial associate,5,225000.0
185733,52,Féminin,Civil marriage,0,Secondary / secondary special,Working,0,49500.0
185740,49,Féminin,Single / not married,0,Higher education,Working,9,135000.0
185806,22,Féminin,Civil marriage,0,Higher education,State servant,1,202500.0
185812,44,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,157500.0
185824,55,Féminin,Married,1,Secondary / secondary special,Pensioner,0,360000.0
185825,51,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,135000.0
185826,38,Masculin,Married,2,Secondary / secondary special,Working,11,148500.0
185827,46,Féminin,Widow,2,Secondary / secondary special,Pensioner,0,94500.0
185828,67,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
185837,53,Féminin,Married,0,Secondary / secondary special,Working,9,90000.0
185859,33,Féminin,Single / not married,1,Higher education,Working,0,270000.0
185861,40,Féminin,Married,0,Secondary / secondary special,Commercial associate,10,157500.0
185872,54,Féminin,Civil marriage,0,Secondary / secondary special,Working,20,135000.0
185874,49,Féminin,Married,0,Secondary / secondary special,Working,12,135000.0
185891,27,Féminin,Married,1,Incomplete higher,Working,1,99000.0
185893,51,Féminin,Separated,0,Secondary / secondary special,Working,0,121500.0
185897,30,Féminin,Married,0,Incomplete higher,Commercial associate,2,225000.0
185900,64,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,112500.0
185910,35,Masculin,Married,0,Higher education,Commercial associate,3,157500.0
185919,45,Féminin,Married,1,Higher education,Commercial associate,8,157500.0
185932,42,Féminin,Single / not married,0,Higher education,Working,6,112500.0
185937,61,Masculin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
185939,49,Féminin,Married,1,Secondary / secondary special,Working,11,225000.0
185965,35,Féminin,Married,2,Secondary / secondary special,Working,6,112500.0
185968,41,Féminin,Married,1,Secondary / secondary special,Working,1,103500.0
185971,34,Féminin,Married,2,Higher education,Working,12,135000.0
185978,41,Masculin,Married,1,Secondary / secondary special,State servant,6,135000.0
185980,49,Masculin,Married,0,Secondary / secondary special,Working,0,180000.0
185981,44,Masculin,Married,0,Secondary / secondary special,Working,11,90000.0
185982,31,Masculin,Married,2,Secondary / secondary special,Working,1,180000.0
185991,49,Féminin,Widow,0,Higher education,Commercial associate,3,630000.0
185997,54,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
185998,53,Masculin,Married,0,Higher education,Commercial associate,1,337500.0
186014,27,Féminin,Married,0,Higher education,Working,7,445500.0
186021,43,Féminin,Single / not married,0,Higher education,Commercial associate,4,180000.0
186025,41,Masculin,Married,1,Secondary / secondary special,Working,3,180000.0
186034,25,Masculin,Married,0,Higher education,Working,3,157500.0
186054,39,Masculin,Civil marriage,0,Secondary / secondary special,Commercial associate,10,202500.0
186061,42,Masculin,Married,2,Secondary / secondary special,Commercial associate,9,135000.0
186065,64,Masculin,Single / not married,0,Higher education,Pensioner,0,81000.0
186066,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
186070,35,Féminin,Married,1,Secondary / secondary special,Working,1,112500.0
186080,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,180000.0
186085,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,247500.0
186094,31,Féminin,Married,2,Higher education,Working,1,180000.0
186110,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,225000.0
186113,49,Féminin,Single / not married,0,Higher education,Working,6,315000.0
186116,38,Féminin,Separated,1,Higher education,Working,0,103500.0
186127,29,Masculin,Married,2,Higher education,Commercial associate,1,900000.0
186129,39,Masculin,Separated,2,Secondary / secondary special,Working,2,180000.0
186135,42,Féminin,Married,2,Higher education,Working,2,157500.0
186139,40,Féminin,Single / not married,0,Secondary / secondary special,Working,7,157500.0
186151,33,Féminin,Married,0,Incomplete higher,Commercial associate,7,157500.0
186153,48,Féminin,Married,0,Secondary / secondary special,Working,14,112500.0
186156,52,Masculin,Married,0,Secondary / secondary special,State servant,11,180000.0
186158,56,Féminin,Married,0,Secondary / secondary special,State servant,12,175500.0
186159,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
186166,61,Masculin,Single / not married,0,Higher education,Working,0,315000.0
186168,49,Féminin,Married,0,Secondary / secondary special,Working,0,58500.0
186169,30,Féminin,Married,1,Higher education,Commercial associate,0,157500.0
186170,32,Féminin,Married,0,Secondary / secondary special,Working,9,247500.0
186179,40,Masculin,Single / not married,0,Higher education,Working,0,157500.0
186188,54,Masculin,Married,0,Secondary / secondary special,Working,8,202500.0
186210,55,Féminin,Married,0,Secondary / secondary special,Commercial associate,24,180000.0
186227,48,Féminin,Married,0,Secondary / secondary special,Working,0,135000.0
186229,66,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,22,157500.0
186230,53,Féminin,Separated,1,Higher education,Pensioner,0,180000.0
186249,55,Féminin,Separated,0,Higher education,Working,23,292500.0
186254,29,Masculin,Married,1,Higher education,Working,8,112500.0
186264,61,Féminin,Widow,0,Higher education,Pensioner,0,202500.0
186265,40,Masculin,Married,0,Secondary / secondary special,Working,19,135000.0
186273,51,Masculin,Married,0,Secondary / secondary special,Working,23,202500.0
186276,48,Féminin,Married,0,Higher education,Commercial associate,6,225000.0
186289,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,247500.0
186296,26,Féminin,Married,2,Higher education,Working,4,292500.0
186308,48,Masculin,Married,0,Secondary / secondary special,Working,10,211500.0
186309,54,Féminin,Separated,0,Lower secondary,Pensioner,0,225000.0
186310,67,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,139500.0
186316,51,Féminin,Single / not married,0,Higher education,Working,0,337500.0
186321,51,Féminin,Married,0,Secondary / secondary special,Working,2,405000.0
186333,52,Féminin,Married,0,Secondary / secondary special,Commercial associate,15,360000.0
186346,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,180000.0
186391,60,Féminin,Married,0,Higher education,Commercial associate,1,157500.0
186398,47,Masculin,Civil marriage,0,Secondary / secondary special,Working,3,202500.0
186407,30,Masculin,Married,1,Secondary / secondary special,Working,10,157500.0
186411,33,Masculin,Married,0,Higher education,Commercial associate,2,270000.0
186415,32,Masculin,Married,1,Secondary / secondary special,Working,6,315000.0
186426,25,Masculin,Single / not married,0,Incomplete higher,Commercial associate,6,225000.0
186444,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,130500.0
186448,24,Féminin,Civil marriage,0,Secondary / secondary special,Working,5,157500.0
186453,49,Féminin,Married,0,Secondary / secondary special,Working,6,130500.0
186456,60,Féminin,Separated,0,Higher education,State servant,22,202500.0
186460,50,Féminin,Married,0,Secondary / secondary special,Working,3,157500.0
186461,23,Masculin,Married,0,Secondary / secondary special,Commercial associate,3,315000.0
186473,49,Masculin,Married,0,Secondary / secondary special,Commercial associate,6,292500.0
186489,36,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,10,112500.0
186490,27,Féminin,Married,2,Secondary / secondary special,Commercial associate,4,116100.0
186491,52,Féminin,Married,0,Higher education,Commercial associate,1,315000.0
186492,54,Féminin,Civil marriage,0,Secondary / secondary special,Working,13,76500.0
186493,32,Masculin,Married,2,Higher education,Commercial associate,2,180000.0
186503,31,Féminin,Married,2,Secondary / secondary special,Working,0,175500.0
186505,49,Masculin,Civil marriage,0,Secondary / secondary special,Working,4,180000.0
186506,48,Féminin,Married,0,Secondary / secondary special,Working,0,90000.0
186508,43,Féminin,Married,0,Higher education,State servant,2,202500.0
186524,25,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,1,157500.0
186526,47,Féminin,Married,1,Secondary / secondary special,Working,2,180000.0
186536,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,76500.0
186539,45,Masculin,Married,2,Secondary / secondary special,Working,1,135000.0
186543,40,Féminin,Married,2,Secondary / secondary special,State servant,2,202500.0
186558,59,Masculin,Single / not married,0,Higher education,Commercial associate,2,157500.0
186568,36,Masculin,Separated,3,Higher education,Working,14,540000.0
186573,48,Féminin,Married,1,Secondary / secondary special,Working,3,180000.0
186587,48,Masculin,Married,1,Secondary / secondary special,Working,19,157500.0
186599,37,Masculin,Married,1,Secondary / secondary special,Working,4,225000.0
186609,28,Masculin,Single / not married,0,Secondary / secondary special,Working,8,202500.0
186610,42,Féminin,Married,1,Secondary / secondary special,Working,23,90000.0
186612,36,Féminin,Married,3,Secondary / secondary special,Working,11,180000.0
186632,48,Féminin,Married,0,Higher education,Commercial associate,10,472500.0
186634,57,Féminin,Married,0,Secondary / secondary special,Commercial associate,8,166500.0
186649,41,Masculin,Married,0,Incomplete higher,Working,13,157500.0
186652,64,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,225000.0
186660,29,Féminin,Married,0,Secondary / secondary special,Working,11,112500.0
186668,54,Féminin,Single / not married,0,Secondary / secondary special,Working,3,135000.0
186674,27,Féminin,Married,0,Secondary / secondary special,Working,1,90000.0
186675,38,Masculin,Married,0,Secondary / secondary special,Working,10,135000.0
186679,46,Féminin,Married,2,Secondary / secondary special,Commercial associate,5,648000.0
186682,31,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,2,99000.0
186683,44,Féminin,Married,0,Secondary / secondary special,Working,8,157500.0
186695,23,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,0,112500.0
186696,39,Masculin,Married,0,Higher education,State servant,0,234000.0
